listing_no,title,price,location,street_address,erf_size,property_type,list_date,description,listing_url,scraped_at
116827899,Vacant Land / Plot for Sale in Lavington,KSh 280 000 000,"Nairobi, Lavington",,1.4 acres,Vacant Land / Plot,21 January 2026,"This is a very prime plot for sale.The plot is regular in shape,gentle slopping and measures approximately One point four acres.The plot is within a gated community hence ideal for townhouses.",https://www.property24.co.ke/vacant-land-plot-for-sale-in-lavington-116827899,2026-04-08 23:04:45 UTC
116768298,Vacant Land / Plot for Sale in Ngong,KSh 2 759 000,"Kibiko Kajiado County, Ngong, Ngong","Kibiko Kajiado County, Ngong",,Vacant Land / Plot,03 January 2026,"Own property in a well-planned, controlled development located in the serene and fast-growing Ngong–Kibiko area. PROJECT HIGHLIGHTS Controlled & secure development Clearly designated land use Only 5 plots remaining out of 12 Ideal for residential, educational & commercial use AVAILABLE PLOTS 50×100 Residential Plot (3) – from KES 2.209M ¼ Acre – Kindergarten / School – from KES 4.159M ½ Acre – Clubhouse / Commercial – from KES 8.259M Flexible Payment Plans Cash 3 Months 6 Months 12 Months (Member & non-member pricing available- As on image) Location: Ngong, Kibiko Limited opportunity – book a site visit today",https://www.property24.co.ke/vacant-land-plot-for-sale-in-ngong-116768298,2026-04-08 23:04:53 UTC
116658728,Vacant Land / Plot for Sale in Spring Valley,KSh 110 000 000,"Shanzu Rd Spring Valley, Spring Valley, Nairobi","Shanzu Rd Spring Valley, Spring Valley",0.58 acres,Vacant Land / Plot,16 November 2025,"Prime 0.587 Acre Residential Plot For Sale Shanzu Road, Westlands Asking Sale Price: Ksh. 110 Million This prime plot on Shanzu Road presents an exceptional investment opportunity in one of Nairobi’s most affluent neighborhoods. Whether you're looking to build your dream home or invest in a luxury development , this property ticks all the right boxes. Property Overview: Location: Shanzu Road, Spring Valley, Westlands, Nairobi? Plot Size: Rectangular plot suitable for development? Development Permissions: Nairobi City Council (NCC) approval to construct two houses; house plans available upon request? Title and Lease: ARDHISASA title secured; Lease valid until 2031 Prime Location & Accessibility: Located in Spring Valley, Westlands , an area known for its high-end residential developments, security, and tranquility Easily accessible from key roads such as Peponi Road, Waiyaki Way, and Lower Kabete Road A short drive to Nairobi’s Central Business District (CBD) and major corporate offices in Westlands Nearby Amenities: Shopping & Dining: Close to Sarit Centre, Westgate Mall, The Oval, and Village Market , offering a variety of shopping, dining, and entertainment options Educational Institutions: Near International School of Kenya (ISK), Peponi School, Montessori Learning Centre, and Oshwal Academy Healthcare Facilities: Within easy reach of Aga Khan Hospital, MP Shah Hospital, and Gertrude’s Children’s Hospital Recreational Facilities: Close to Karura Forest , which offers nature trails, jogging, and cycling tracks Read more...",https://www.property24.co.ke/vacant-land-plot-for-sale-in-spring-valley-116658728,2026-04-08 23:05:01 UTC
116695232,Vacant Land / Plot for Sale in Juja,KSh 5 800 000,"V2w8+phw Juja, Juja, Juja","V2W8+PHW Juja, Juja",446 m²,Vacant Land / Plot,27 November 2025,"Prime plot for sale in juja town !!! - 60 By 80 plot, OFF J.K.U.A.T entry road. - 3rd row behind Juja Police Station - Next to Red Classic Building - Ideal for immediate development of apartments. - With clean ready title deed. - All amenities like water and electricity are readily available. - Easily accessible from the tarmac Thika superhighway, Walking distance. At Ksh. 5,800,000 _ slightly negotiable. Your dream to build that apartment is here. Contact 0728279314 for viewing.",https://www.property24.co.ke/vacant-land-plot-for-sale-in-juja-116695232,2026-04-08 23:05:02 UTC
116939515,Vacant Land / Plot for Sale in Mangu,KSh 4 500 000,"Juja, Mangu",,,Vacant Land / Plot,18 February 2026,"Nestled just 3.5 km from the bustling Thika Superhighway along Bob Harris Road, Mangu Gardens is a sprawling 100-acre master-planned community that redefines eco-friendly, secure, and contemporary living. This meticulously designed development offers a range of thoughtfully planned phases, each promising a unique living experience. Mangu Gardens is more than just a residential community; it's a lifestyle choice. Imagine waking up to the sounds of nature, enjoying a morning jog through lush green spaces, and returning home to a secure and peaceful environment. This is the lifestyle that Mangu Gardens offers. Invest in your future today. Invest in Mangu Gardens. Additional Benefits: Strong Community: Mangu Gardens fosters a strong sense of community through various social events and activities. Investment Potential: As a master-planned development, Mangu Gardens offers significant investment potential. Peaceful Retreat: Escape the hustle and bustle of city life and enjoy the tranquility of a suburban setting. Features Key Features: Sustainable Living: Experience the serenity of nature while contributing to a greener future. Modern Housing: Choose from a diverse selection of contemporary homes tailored to your lifestyle. Each residence is designed to offer optimal comfort, style, and functionality. Uncompromised Security: Rest easy knowing your family is protected within a fully enclosed perimeter wall with a manned entrance gate and 24/7 security surveillance. All-Weather Accessibility: Navigate the community with ease on well-maintained, all-weather roads and an efficient drainage system, ensuring seamless connectivity year-round. Essential Utilities: Enjoy the convenience of reliable water and electricity supplies within the community, providing modern amenities in a sustainable setting. Recreational spaces Proximity to well-planned educational facilities within the development, ensuring a bright future for your children. Read more...",https://www.property24.co.ke/vacant-land-plot-for-sale-in-mangu-116939515,2026-04-08 23:05:24 UTC
116934540,Vacant Land / Plot for Sale in Lavington,KSh 145 000 000,"Kunde Road, Lavington, Nairobi","Kunde road, Lavington",0.75 acres,Vacant Land / Plot,17 February 2026,"?? Quick sale – 0.75 ACRE PRIME LAND | Kunde Road | KES 145M A rare chance to secure 0.75 acre in the heart of Lavington — one of Nairobi’s most prestigious and consistently high-demand addresses. Set in a serene, secure gated neighborhood with mature trees and established luxury homes, this parcel is ideal for immediate redevelopment or a landmark private residence. Property highlights ? 0.75 Acre – Flat, fully usable land ? Prime frontage along Kunde Road ? Existing old 4-bedroom house (ready for redevelopment) ? Quiet, green, high-value neighborhood ? Strong resale & rental demand zone PERFECT FOR: • High-end townhouse development • Luxury standalone residence • Strategic long-term land banking ?? Minutes from top international schools, major shopping centres, and key access roads. This is a serious investor opportunity in core Lavington — priced to move. ?? For Viewing & Details: Lavington Management 0723 376 609 | 0737 751 068 Read more...",https://www.property24.co.ke/vacant-land-plot-for-sale-in-lavington-116934540,2026-04-08 23:05:31 UTC
116945918,Vacant Land / Plot for Sale in Karen,KSh 100 000 000,"Karen Karen, Karen, Nairobi","Karen Karen, Karen",,Vacant Land / Plot,20 February 2026,5.5 acre for sale Karen Along Nandi Road Price: 100M per acre. Contact 0718920450,https://www.property24.co.ke/vacant-land-plot-for-sale-in-karen-116945918,2026-04-08 23:05:46 UTC
116887698,Vacant Land / Plot for Sale in Lower Kabete,KSh 85 000 000,"Gitaru Rd Kabete, Lower Kabete, Nairobi","Gitaru Rd Kabete, Lower Kabete",,Vacant Land / Plot,05 February 2026,Ideal for development the land which is flat . at around 800M to the main lower kabete rd close to Ndongoro primary school .,https://www.property24.co.ke/vacant-land-plot-for-sale-in-lower-kabete-116887698,2026-04-08 23:05:51 UTC
116962969,Vacant Land / Plot for Sale in Ridgeways,KSh 205 000 000,"Off Kiambu Road, Ridgeways, Nairobi","Off Kiambu road, Ridgeways",,Vacant Land / Plot,25 February 2026,2.5 ACRE LAND WITH A VILLA Prime residential land Off Kiambu road in Ridgeways near the ridgeways mall. Has an old 2 bedroom villa with servant quarters Flat land with little gentle slope at the far end. Redsoil Suitable for redevelopment or upgrade of the existing house. Mature trees with well maintained lawns. Asking kes 205m,https://www.property24.co.ke/vacant-land-plot-for-sale-in-ridgeways-116962969,2026-04-08 23:05:54 UTC
117075322,Vacant Land / Plot for Sale in Parklands,KSh 269 000 000,"Parklands, Parklands, Nairobi","Parklands, Parklands",0.6 acres,Vacant Land / Plot,29 March 2026,"Parklands | prime 0.6 ACRE LAND FOR SALE Asking Price: KSh 269,000,000 An exceptional opportunity to acquire a prime 0.6-acre parcel in the heart of Parklands — one of Nairobi’s most strategic and high-demand development zones. Perfectly positioned for high-rise residential or mixed-use development, this property offers the ideal combination of location, accessibility, and investment potential. Key highlights • 0.6 acres of prime, well-positioned land • Ready connection to sewer line • Excellent access to major roads • High-demand location with strong market uptake • Surrounded by established developments and key amenities This is a rare chance to secure a development-ready property in a fast-growing urban hub with proven returns. High demand. Prime location. Strong returns. Call / WhatsApp: 0768 654 702 / 0715 726 238 Read more...",https://www.property24.co.ke/vacant-land-plot-for-sale-in-parklands-117075322,2026-04-08 23:06:08 UTC
116939534,Vacant Land / Plot for Sale in Mangu,KSh 4 500 000,"Juja, Mangu",,,Vacant Land / Plot,18 February 2026,"Nestled just 3.5 km from the bustling Thika Superhighway along Bob Harris Road, Mangu Gardens is a sprawling 100-acre master-planned community that redefines eco-friendly, secure, and contemporary living. This meticulously designed development offers a range of thoughtfully planned phases, each promising a unique living experience. Mangu Gardens is more than just a residential community; it's a lifestyle choice. Imagine waking up to the sounds of nature, enjoying a morning jog through lush green spaces, and returning home to a secure and peaceful environment. This is the lifestyle that Mangu Gardens offers. Invest in your future today. Invest in Mangu Gardens. Additional Benefits: Strong Community: Mangu Gardens fosters a strong sense of community through various social events and activities. Investment Potential: As a master-planned development, Mangu Gardens offers significant investment potential. Peaceful Retreat: Escape the hustle and bustle of city life and enjoy the tranquility of a suburban setting. Features Key Features: Sustainable Living: Experience the serenity of nature while contributing to a greener future. Modern Housing: Choose from a diverse selection of contemporary homes tailored to your lifestyle. Each residence is designed to offer optimal comfort, style, and functionality. Uncompromised Security: Rest easy knowing your family is protected within a fully enclosed perimeter wall with a manned entrance gate and 24/7 security surveillance. All-Weather Accessibility: Navigate the community with ease on well-maintained, all-weather roads and an efficient drainage system, ensuring seamless connectivity year-round. Essential Utilities: Enjoy the convenience of reliable water and electricity supplies within the community, providing modern amenities in a sustainable setting. Recreational spaces Proximity to well-planned educational facilities within the development, ensuring a bright future for your children. Read more...",https://www.property24.co.ke/vacant-land-plot-for-sale-in-mangu-116939534,2026-04-08 23:06:13 UTC
117075325,Vacant Land / Plot for Sale in Parklands,KSh 269 000 000,"Parklands, Parklands, Nairobi","Parklands, Parklands",0.6 acres,Vacant Land / Plot,29 March 2026,"Parklands | prime 0.6 ACRE LAND FOR SALE Asking Price: KSh 269,000,000 An exceptional opportunity to acquire a prime 0.6-acre parcel in the heart of Parklands — one of Nairobi’s most strategic and high-demand development zones. Perfectly positioned for high-rise residential or mixed-use development, this property offers the ideal combination of location, accessibility, and investment potential. Key highlights • 0.6 acres of prime, well-positioned land • Ready connection to sewer line • Excellent access to major roads • High-demand location with strong market uptake • Surrounded by established developments and key amenities This is a rare chance to secure a development-ready property in a fast-growing urban hub with proven returns. High demand. Prime location. Strong returns. Call / WhatsApp: 0768 654 702 / 0715 726 238 Read more...",https://www.property24.co.ke/vacant-land-plot-for-sale-in-parklands-117075325,2026-04-08 23:06:15 UTC
117075326,Vacant Land / Plot for Sale in Parklands,KSh 269 000 000,"Parklands, Parklands, Nairobi","Parklands, Parklands",0.6 acres,Vacant Land / Plot,29 March 2026,"Parklands | prime 0.6 ACRE LAND FOR SALE Asking Price: KSh 269,000,000 An exceptional opportunity to acquire a prime 0.6-acre parcel in the heart of Parklands — one of Nairobi’s most strategic and high-demand development zones. Perfectly positioned for high-rise residential or mixed-use development, this property offers the ideal combination of location, accessibility, and investment potential. Key highlights • 0.6 acres of prime, well-positioned land • Ready connection to sewer line • Excellent access to major roads • High-demand location with strong market uptake • Surrounded by established developments and key amenities This is a rare chance to secure a development-ready property in a fast-growing urban hub with proven returns. High demand. Prime location. Strong returns. Call / WhatsApp: 0768 654 702 / 0715 726 238 Read more...",https://www.property24.co.ke/vacant-land-plot-for-sale-in-parklands-117075326,2026-04-08 23:06:17 UTC
116699075,Vacant Land / Plot for Sale in Rosslyn,KSh 1 427 250 000,"Rosslyn Kitisuru, Rosslyn, Nairobi","Rosslyn Kitisuru, Rosslyn",4.1 acres,Vacant Land / Plot,28 November 2025,"4.1 acre land with a 7 bedroom sprawling bungalow for sale in rosslyn This beautiful and unique property comprises of a 7 bedroom bungalow that sits on 4.1 acres of land in the serene and upscale neighborhood of Rosslyn. The property is a walking distance to The Village Market and The German School. FEATURES 7 bedrooms; 5 are ensuite Spacious lounge with a fireplace Large dining area Large spacious kitchen with a pantry Laundry area Guest cloakroom Study room Family room Swimming pool Tennis court Staff quarters for 5 Total plinth area: 1000 square meters (over 10,000 square feet) The whole property is selling for: $11,000,000 *Available option to buy only 2 acres of the 4.1 property",https://www.property24.co.ke/vacant-land-plot-for-sale-in-rosslyn-116699075,2026-04-08 23:06:36 UTC
116699063,Vacant Land / Plot for Sale in Rosslyn,KSh 1 427 250 000,"Limuru Rd, Rosslyn, Nairobi","Limuru Rd, Rosslyn",4.1 acres,Vacant Land / Plot,28 November 2025,"4.1 acre land with a 7 bedroom sprawling bungalow for sale in rosslyn This beautiful and unique property comprises of a 7 bedroom bungalow that sits on 4.1 acres of land in the serene and upscale neighborhood of Rosslyn. The property is a walking distance to The Village Market and The German School. FEATURES 7 bedrooms; 5 are ensuite Spacious lounge with a fireplace Large dining area Large spacious kitchen with a pantry Laundry area Guest cloakroom Study room Family room Swimming pool Tennis court Staff quarters for 5 Total plinth area: 1000 square meters (over 10,000 square feet) The whole property is selling for: $11,000,000 *Available option to buy only 2 acres of the 4.1 property",https://www.property24.co.ke/vacant-land-plot-for-sale-in-rosslyn-116699063,2026-04-08 23:06:44 UTC
116932620,Vacant Land / Plot for Sale in Mombasa CBD,KSh 75 000 000,"Mombasa, Mombasa CBD",,,Vacant Land / Plot,17 February 2026,For sale prime plot 0.16acres Haile salessie Mombasa town For sale prime property in Mombasa town Haile Salessie avenue.plot size 0.16acres *Title deed avilable *perimeter wall with an old house *property is suitable for highrise apartments or commercial use *Asking price ksh75M *For more details and viewing arrangements contact us or visit our Nyali office behind citymall 5th avenue.,https://www.property24.co.ke/vacant-land-plot-for-sale-in-mombasa-cbd-116932620,2026-04-08 23:06:49 UTC
117002630,Vacant Land / Plot for Sale in Kilimani,KSh 260 000 000,"Argwings Kodhek Rd Nairobi, Kilimani, Nairobi","Argwings Kodhek Rd Nairobi, Kilimani",0.5 acres,Vacant Land / Plot,08 March 2026,"For sale: 0.5 acre plot in Kilimani, along Argwings Kodhek road. Ideal for highrise apartments or a commercial centre. Price KSH 260M",https://www.property24.co.ke/vacant-land-plot-for-sale-in-kilimani-117002630,2026-04-08 23:06:55 UTC
117017245,,,,,,,,,https://www.property24.co.ke/vacant-land-plot-for-sale-in-parklands-117017245,2026-04-08 23:07:08 UTC
116942730,Vacant Land / Plot for Sale in Muthaiga North,KSh 600 000 000,"Nairobi, Muthaiga North",,,Vacant Land / Plot,19 February 2026,"?? Old Muthaiga – Timeless 4-Bedroom Home on 2 Acres For Sale ?? Kes 600,000,000 ??? Old Muthaiga ??? 4 Spacious Bedrooms with Classic Old-World Charm ??? Large Family Room and Private Study ??? Separate Guest House within the Compound ??? Swimming Pool Surrounded by Mature Indigenous Trees ??? Sits on 2 Acres of Prime, Well-Maintained Land ??? Prestigious and Highly Secure Embassy-Lined Neighborhood ??? Quiet, Serene & Exclusive Environment ?? A rare Old Muthaiga gem offering elegance, space, and unmatched prestige in one of Nairobi’s most sought-after addresses.",https://www.property24.co.ke/vacant-land-plot-for-sale-in-muthaiga-north-116942730,2026-04-08 23:07:11 UTC
116858256,,,,,,,,,https://www.property24.co.ke/vacant-land-plot-for-sale-in-watamu-116858256,2026-04-08 23:07:24 UTC
116834339,Vacant Land / Plot for Sale in Runda,KSh 63 000 000,"Runda, evergreen, Runda, Nairobi","Runda,Evergreen, Runda",0.5 acres,Vacant Land / Plot,22 January 2026,"An exceptional opportunity to own half an acre of prime land in the prestigious Runda Estate. This evergreen plot in a well-maintained area is ideal for luxury residential development, offering a serene environment, excellent infrastructure, and high investment value. Property Highlights • Size: ½ Acre (0.5 Acre) • Price: KES 63,000,000 • Location: Prime Runda Estate • Land Type: Residential • Status: Ready for development Key Features • Evergreen plot with mature greenery • Water already connected • Electricity available on site • Beautiful, well-designed driveway • Located in a secure and highly sought-after neighborhood • Easy access to main roads and social amenities • Ideal for a luxury home, townhouse, or investment property Why Invest in Runda? • One of Nairobi’s most exclusive residential areas • High appreciation and rental demand • Close proximity to UN Gigiri, embassies, international schools, and shopping malls • Quiet, green, and well-planned environment Ideal For • Luxury home development • Diplomatic or executive residence • Long-term property investment Contact us today to schedule a viewing or for more information. Serious buyers only. • Half acre land for sale in Runda,Runda land for sale,Prime land in Runda,Residential land for sale in Runda Nairobi,Luxury land for sale in Runda,Runda property for sale,Evergreen land in Runda,Gated community land Nairobi Runda Land /Half Acre for Sale / Prime Land Nairobi / Luxury Property Runda / Residential Land / Investment Property / Land for Sale Kenya Read more...",https://www.property24.co.ke/vacant-land-plot-for-sale-in-runda-116834339,2026-04-08 23:07:29 UTC
116743102,Vacant Land / Plot for Sale in Karen,KSh 7 000 000 000,"Karen Hardy, Karen, Nairobi","Karen Hardy, Karen",100 acres,Vacant Land / Plot,14 December 2025,"Karen. A prime 100 acres 70m per acre Can be sold in multiples of 5 acres i.e 5, 10 ,15 etc",https://www.property24.co.ke/vacant-land-plot-for-sale-in-karen-116743102,2026-04-08 23:07:30 UTC
116925591,Vacant Land / Plot for Sale in Kinoo,KSh 17 000 000,"Kinoo, Kinoo",,,Vacant Land / Plot,16 February 2026,"Prime QUARTER Acre 1km from Waiyaki Way in 87 Kinoo. ASKING PRICE Ksh 17,000,000 CALL 0787309099 OR 0781182192 This Quarter Acre is located in 87 Kinoo 1KM from Waiyaki Way Along Nairobi Nakuru Highway It is Ideal for offices, business complex, Apartments, townhouse development or even a residential Home You can access this precious house with less than 15min from the Main NAIROBI CBD and 10min to Westlands. DOCUMENTATION We have readily available documents which are free from any legal encumbrances ensuring a smooth and hassle-free ownership process. N/B - our documents are readily available for your own due diligence. Map - this document shows the physical features such as buildings roads and the cities. Mutation - this document shows the correct dimensions of the land. Title Deed - this gives you the clarity and legal ownership of the land. SITE VISIT - we are open and willing to take you to view these plots from Monday to Saturday one day prior. Open at 8:00 am to 5:00 Pm. Read more...",https://www.property24.co.ke/vacant-land-plot-for-sale-in-kinoo-116925591,2026-04-08 23:07:33 UTC
117089350,Vacant Land / Plot for Sale in Runda,KSh 55 000 000,"Nairobi, Runda",,0.5 acres,Vacant Land / Plot,02 April 2026,"Located in the prestigious and secure Runda Estate, this 0.5-acre parcel presents an exceptional opportunity to build your dream family home. Situated next to the Malaysian Embassy, the plot is in a non-flood zone, offering a well-drained, flat terrain perfect for residential development. Key Features: • Ideal for a Family Hom – Spacious and well-positioned for luxury living. • Secure & Serene Neighborhood – Surrounded by high-end residences and diplomatic missions. • Non-Flood Zone – Ensuring stability and long-term investment value. • Fully Serviced Land – Ready for development with access to water, electricity, and well-maintained roads. • Prime Location – Close to major amenities, including shopping malls, international schools, and social facilities. This is a rare opportunity to own a high-value property in one of Nairobi’s most sought-after addresses. Asking Price: KES 55 Million Read more...",https://www.property24.co.ke/vacant-land-plot-for-sale-in-runda-117089350,2026-04-08 23:07:40 UTC
116916043,Vacant Land / Plot for Sale in Nanyuki,KSh 3 500 000,"Lower Burguret, Nanyuki, Nanyuki","Lower Burguret, Nanyuki",4 acres,Vacant Land / Plot,12 February 2026,"Price: KES 3,500,000 per Acre An excellent opportunity to acquire 4 acres of prime land in the serene and fast-growing Lower Burguret area of Nanyuki. Ideal for residential development, farming, or long-term investment, this property combines accessibility with natural beauty. Property Features • Located approximately 3 km off the Nanyuki–Naromoru Highway • Accessible via an all-weather road currently being tarmacked • Clearly demarcated boundaries • Access to water and electricity • Attractive views of Mount Kenya • In-house dam • Mature orange trees on the property This parcel offers a blend of agricultural potential and residential appeal in a quiet, well-positioned location. Viewing arrangements available upon request.",https://www.property24.co.ke/vacant-land-plot-for-sale-in-nanyuki-116916043,2026-04-08 23:08:05 UTC
116926165,Vacant Land / Plot for Sale in Kiambu Road,KSh 10 000 000,"Nairobi, Kiambu Road",,,Vacant Land / Plot,16 February 2026,"Barista Gardens is a residential development offering ready to build plots. The development is master planned in 5 courts of ¼ acre plots. The tranquil environment coupled with the mature trees provides a peaceful environment making this the ultimate place to call your home. We offer 4 house typologies for controlled development. Barista Gardens is located off Kiambu-Ruiru Road near tatu city where we have ¼ acre plots selling from Kshs 9 million and Financing available from HFC. Backed by our strong heritage in property as well as our successful track record on similar projects, we are keen to partner with and offer you a seamless experience through our wholistic banking and property ownership solutions. Features Commercial center Internal roads Power and water reticulation Gate house and boundary wall Read more...",https://www.property24.co.ke/vacant-land-plot-for-sale-in-kiambu-road-116926165,2026-04-08 23:08:06 UTC
117006444,Vacant Land / Plot for Sale in Kibos,KSh 1 350 000,"Wq8r+83p Manyatta, Kibos, Kisumu","WQ8R+83P Manyatta, Kibos",0.07 acres,Vacant Land / Plot,09 March 2026,"Vacant Plot located 630M off Kibos Road, Within Golden Elites Premier School Ogango area, Kisumu County Near Star Hospital Annex",https://www.property24.co.ke/vacant-land-plot-for-sale-in-kibos-117006444,2026-04-08 23:08:13 UTC
116926184,Vacant Land / Plot for Sale in Kiambu Road,KSh 10 000 000,"Nairobi, Kiambu Road",,,Vacant Land / Plot,16 February 2026,"Barista Gardens is a residential development offering ready to build plots. The development is master planned in 5 courts of ¼ acre plots. The tranquil environment coupled with the mature trees provides a peaceful environment making this the ultimate place to call your home. We offer 4 house typologies for controlled development. Barista Gardens is located off Kiambu-Ruiru Road near tatu city where we have ¼ acre plots selling from Kshs 9 million and Financing available from HFC. Backed by our strong heritage in property as well as our successful track record on similar projects, we are keen to partner with and offer you a seamless experience through our wholistic banking and property ownership solutions. Features Commercial center Internal roads Power and water reticulation Gate house and boundary wall Read more...",https://www.property24.co.ke/vacant-land-plot-for-sale-in-kiambu-road-116926184,2026-04-08 23:08:13 UTC
116926196,Vacant Land / Plot for Sale in Kiambu Road,KSh 10 000 000,"Nairobi, Kiambu Road",,,Vacant Land / Plot,16 February 2026,"Barista Gardens is a residential development offering ready to build plots. The development is master planned in 5 courts of ¼ acre plots. The tranquil environment coupled with the mature trees provides a peaceful environment making this the ultimate place to call your home. We offer 4 house typologies for controlled development. Barista Gardens is located off Kiambu-Ruiru Road near tatu city where we have ¼ acre plots selling from Kshs 9 million and Financing available from HFC. Backed by our strong heritage in property as well as our successful track record on similar projects, we are keen to partner with and offer you a seamless experience through our wholistic banking and property ownership solutions. Features Commercial center Internal roads Power and water reticulation Gate house and boundary wall Read more...",https://www.property24.co.ke/vacant-land-plot-for-sale-in-kiambu-road-116926196,2026-04-08 23:08:14 UTC
116926230,Vacant Land / Plot for Sale in Kiambu Road,KSh 10 000 000,"Nairobi, Kiambu Road",,,Vacant Land / Plot,16 February 2026,"Barista Gardens is a residential development offering ready to build plots. The development is master planned in 5 courts of ¼ acre plots. The tranquil environment coupled with the mature trees provides a peaceful environment making this the ultimate place to call your home. We offer 4 house typologies for controlled development. Barista Gardens is located off Kiambu-Ruiru Road near tatu city where we have ¼ acre plots selling from Kshs 9 million and Financing available from HFC. Backed by our strong heritage in property as well as our successful track record on similar projects, we are keen to partner with and offer you a seamless experience through our wholistic banking and property ownership solutions. Features Commercial center Internal roads Power and water reticulation Gate house and boundary wall Read more...",https://www.property24.co.ke/vacant-land-plot-for-sale-in-kiambu-road-116926230,2026-04-08 23:08:33 UTC
116747647,Vacant Land / Plot for Sale in Nanyuki,KSh 450 000,"Nakuru Rift Valley, Nanyuki, Nanyuki","Nakuru Rift Valley, Nanyuki",0.25 acres,Vacant Land / Plot,16 December 2025,"Looking for the perfect land investment opportunity? Discover 137 quarter-acre plots in Ereri, Nanyuki, a region renowned for its breathtaking landscapes and booming property market. At an unbeatable price of just KES 450,000, these plots come with ready title deeds, ensuring a seamless and secure purchase experience. Property Features and Highlights 1. Prime Location Nestled just 20 km from Nanyuki town, these plots offer a balance of convenience and tranquility. Key location advantages include: Proximity to Nature: Close to Mount Kenya, Ol Pejeta Game Reserve, and other natural attractions. Accessibility: 50% of the access road is tarmacked, with the rest being well-maintained marram. Nearby Amenities: Easily access shopping malls, schools, hospitals, and other essential services. 2. Value-Added Features Enjoy a thoughtfully planned community with: Fenced plots for added security. Access to communal water, utilities, and green spaces. Community projects to enhance the long-term value of your investment. 3. Versatile Usage Options These plots cater to a variety of needs, including: Residential Living: Build your dream home in a serene environment. Agriculture: Leverage fertile land for farming or agro-tourism. Investment Potential: Take advantage of Nanyuki’s growing property market for future appreciation. 4. Family-Friendly Community Located near Ereri Primary School, this area offers a peaceful, secure environment ideal for families. Build a home where community spirit thrives. Why Buy Land in Ereri, Nanyuki? Guaranteed Ready Title Deeds: Enjoy peace of mind with legally secure transactions. Affordable Pricing: At KES 450,000, this is an opportunity to own prime property below market rates. Close to Nature: Live near Mount Kenya and Ol Pejeta, offering incredible eco-tourism potential. Act Now – Prices Will Increase! With Nanyuki’s property market on the rise, these plots are in high demand. Secure your quarter-acre plot today for just KES 450,000, and take adva",https://www.property24.co.ke/vacant-land-plot-for-sale-in-nanyuki-116747647,2026-04-08 23:08:36 UTC
116952003,Vacant Land / Plot for Sale in Kerarapon,,,,,,,,https://www.property24.co.ke/vacant-land-plot-for-sale-in-kerarapon-116952003,2026-04-08 23:08:53 UTC
116850517,Vacant Land / Plot for Sale in Karen,KSh 170 000 000,"Nairobi, Karen",,2.3 acres,Vacant Land / Plot,27 January 2026,"For sale: land, karen. 2.3 ACRES-KAREN HARDY(NEAR GIRAFF CENTRE) A very prime virgin land engulf with indigenous trees and s natural stream located within one of the most sought-after locations in NAIROBI CITY. Features: ??A mansion sitting on approx 1/2 acre. ??2 Acres of virgin land with indigenous trees. ??Ready title. ??Excellent accessibility. PRICE: Ksh 170M",https://www.property24.co.ke/vacant-land-plot-for-sale-in-karen-116850517,2026-04-08 23:08:54 UTC
116732026,Vacant Land / Plot for Sale in Sigona,KSh 7 000 000,"Ke, Sigona, Kikuyu","KE, Sigona",521 acres,Vacant Land / Plot,09 December 2025,"This prime plot is up for sale in an already developed place. Good access, ready power and water.",https://www.property24.co.ke/vacant-land-plot-for-sale-in-sigona-116732026,2026-04-08 23:08:54 UTC
116871992,Vacant Land / Plot for Sale in Runda,KSh 55 000 000,"Nairobi, Runda",,0.5 acres,Vacant Land / Plot,02 February 2026,"Nestled in the prestigious and serene Runda Estate, this 0.5-acre plot offers the perfect setting to build your dream family home. Located in a non-flood zone, the land is flat, well-drained, and ready for development, making it an excellent investment in one of Nairobi’s most sought-after residential neighborhoods. Key Features: • Ideal for Residential Development – Perfect for constructing a spacious family home. • Secure & Serene Location – Situated in a well-established, gated community with 24/7 security. • Non-Flood Zone – Ensuring stability and safety for your investment. • Easy Access – Well-connected to major roads, shopping centers, international schools, and other essential amenities. • Fully Serviced Land – With access to water, electricity, and well-maintained roads. This is a rare opportunity to own a prime piece of land in a highly coveted area, offering peace, security, and convenience for luxury living. Price: 55,000,000/= Read more...",https://www.property24.co.ke/vacant-land-plot-for-sale-in-runda-116871992,2026-04-08 23:08:58 UTC
116992342,Vacant Land / Plot for Sale in Lavington,KSh 350 000 000,"Nairobi, Lavington",,,Vacant Land / Plot,05 March 2026,"Prime One Acre with an Old House in the heart of Lavington. ASKING PRICE per Acre Ksh 350,000,000 Whole Parcel 2.5Acres 875,000,000 Negotiable CALL 0787309099 OR 0781182192 These One Acre is subdivided from 2.5 Acres Land, It has an old colonial five bedroom house in the heart of Lavington It's Ideal for commercial or residential use Large and well maintained mature garden. Perimeter wall with hedges. Electric main gate, Security in the estate is 24 hrs. Adequate water supply. Sitting on 2.5 Acres land. Flat topography land. Ready documents available with a freehold title.",https://www.property24.co.ke/vacant-land-plot-for-sale-in-lavington-116992342,2026-04-08 23:09:00 UTC
